RelationshipId,Citizen1,Citizen2,StrengthScore,TrustScore,Title,Description,Notes,Tier,Status,CreatedAt,UpdatedAt,LastInteraction,QualifiedAt
,NLR,SilkRoadRunner,0,54,,,"activity_encounter_initiated_opener_success_nlr_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_nlr_opened_conversation_with_silkroadrunner_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}., activity_encounter_initiated_opener_success_silkroadrunner_opened_conversation_with_nlr_at_{""lat"":_45.440862333333335,_""lng"":_12.327658999999999}.",,Active,8/6/2025 9:50am,9/6/2025 12:30pm,9/6/2025 12:30pm,
,Trade4Fun,cosmic_wanderer,0,54,,,"activity_eat_at_tavern_payment_success, activity_eat_at_tavern_payment_success, activity_eat_at_tavern_payment_success, activity_eat_at_tavern_payment_success, activity_eat_at_tavern_processing_failure_system_error, activity_eat_at_tavern_processing_failure_system_error",,Active,7/7/2025 2:50pm,10/7/2025 6:35pm,10/7/2025 6:35pm,
,Feola007,greek_trader2,0,54,,,"activity_encounter_initiated_opener_success_feola007_opened_conversation_with_greek_trader2_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}., activity_fetch_galley_stock_success",,Active,10/6/2025 1:06pm,16/6/2025 10:16pm,16/6/2025 10:16pm,
,albanian_mariner,gondola_assistant,0,54,,,"activity_fetch_pickup_success, activity_encounter_initiated_opener_success_albanian_mariner_opened_conversation_with_gondola_assistant_at_{""lat"":_45.43844921305672,_""lng"":_12.333089926233379,_""polygonid"":_""polygon-1746072967949"",_""pointtype"":_""land""}.",,Active,6/6/2025 9:13pm,10/6/2025 8:43am,10/6/2025 8:43am,
,bosphorus_navigator,gondola_assistant,0,54,,,"activity_fetch_pickup_success, activity_encounter_initiated_opener_success_gondola_assistant_opened_conversation_with_bosphorus_navigator_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,6/6/2025 10:52pm,7/6/2025 12:40am,7/6/2025 12:40am,
,Italia,John_Jeffries,0,54,,,"activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_church_attendance_success_prayed_at_building-45.434820-12.332664, activity_church_attendance_success_prayed_at_building-45.434820-12.332664",,Active,11/6/2025 9:24am,27/6/2025 3:29pm,27/6/2025 3:29pm,
,John_Jeffries,UrbanExplorer,0,54,,,"activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_john_jeffries_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_john_jeffries_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_john_jeffries_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_church_attendance_success_prayed_at_building-45.434820-12.332664",,Active,11/6/2025 2:06am,27/6/2025 2:40pm,27/6/2025 2:40pm,
,apulian_mariner,tavern_tales,0,54,,,"activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_tavern_tales_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_tavern_tales_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_tavern_tales_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_artist_payment_received_success_play_character_sketches_for_""the_weight_of_a_ducat""",,Active,10/6/2025 9:51pm,13/6/2025 1:43am,13/6/2025 1:43am,
,PixelDoge,painter_of_light,0,54,,,"activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_painter_of_light_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 3:36am,12/6/2025 9:01am,12/6/2025 9:01am,
,BookWorm365,UrbanExplorer,0,54,,,"activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_urbanexplorer_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_urbanexplorer_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 9:59pm,12/6/2025 12:52am,12/6/2025 12:52am,
,Italia,ProSilkTrader,0,54,,,"activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 9:28pm,12/6/2025 12:47am,12/6/2025 12:47am,
,BookWorm365,ProSilkTrader,0,54,,,"activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_prosilktrader_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_prosilktrader_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 10:00pm,12/6/2025 12:46am,12/6/2025 12:46am,
,Italia,StarGazer2000,0,54,,,"activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 9:42pm,12/6/2025 12:39am,12/6/2025 12:39am,
,BookWorm365,StarGazer2000,0,54,,,"activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 9:49pm,12/6/2025 12:32am,12/6/2025 12:32am,
,Italia,apulian_mariner,0,54,,,"activity_encounter_initiated_opener_success_italia_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_italia_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_italia_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 9:35pm,12/6/2025 12:19am,12/6/2025 12:19am,
,BookWorm365,trader4life,0,54,,,"activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_bookworm365_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_bookworm365_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 11:38pm,12/6/2025 12:15am,12/6/2025 12:15am,
,PixelDoge,StarGazer2000,0,54,,,"activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_pixeldoge_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_pixeldoge_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_pixeldoge_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_pixeldoge_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,11/6/2025 3:20am,12/6/2025 12:09am,12/6/2025 12:09am,
,tavern_tales,trader4life,0,54,,,"activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_tavern_tales_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_trader4life_opened_conversation_with_tavern_tales_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_tavern_tales_opened_conversation_with_trader4life_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 11:42pm,11/6/2025 11:53pm,11/6/2025 11:53pm,
,StarGazer2000,apulian_mariner,0,54,,,"activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_stargazer2000_opened_conversation_with_apulian_mariner_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}., activity_encounter_initiated_opener_success_apulian_mariner_opened_conversation_with_stargazer2000_at_{""lat"":_45.425098802748686,_""lng"":_12.362717959741016}.",,Active,10/6/2025 9:30pm,11/6/2025 11:47pm,11/6/2025 11:47pm,
